whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X0903.mpidb.	IMEx	missing_protein_evidence	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	Protein.names	whole_proteome_Uniprot_IMEx	two_hybrid	all_protein_complementation	AP_MS	two_hybrid_vs_AP_MS
P64503	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	78	Escherichia coli (strain K12)	83333	8753	0		2 out of 5	Evidence at protein level	Uncharacterized protein YebV	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64506	1	1	0	0	0	0	0	0	0	1	reviewed	113	Escherichia coli (strain K12)	83333	12378	0		1 out of 5	Inferred from homology	Uncharacterized protein YebY	SwissProt_not_IMEX	0	0	0	not in IMEx
P64508	1	1	0	0	0	0	0	0	0	0	reviewed	47	Escherichia coli (strain K12)	83333	5212	0		2 out of 5	Evidence at protein level	Uncharacterized protein YobF	SwissProt_not_IMEX	0	0	0	not in IMEx
P64512	1	1	0	0	0	0	0	0	0	0	reviewed	47	Escherichia coli (strain K12)	83333	5552	0		5 out of 5	Evidence at protein level	PhoP/PhoQ regulator MgrB	SwissProt_not_IMEX	0	0	0	not in IMEx
P64515	1	1	0	0	0	0	0	0	0	0	reviewed	131	Escherichia coli (strain K12)	83333	15226	0		2 out of 5	Evidence at protein level	Inner membrane protein YecN	SwissProt_not_IMEX	0	0	0	not in IMEx
P64517	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	60	Escherichia coli (strain K12)	83333	6678	0		1 out of 5	Predicted	Uncharacterized protein YodC	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P64519	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	75	Escherichia coli (strain K12)	83333	8579	0		2 out of 5	Predicted	Uncharacterized protein YodD	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64521	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	73	Escherichia coli (strain K12)	83333	8411	0		1 out of 5	Inferred from homology	Uncharacterized protein YeeT	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P64524	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	124	Escherichia coli (strain K12)	83333	13899	0		4 out of 5	Evidence at protein level	Cytoskeleton-binding toxin CbtA (Toxin CbtA) (Toxin YeeV)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P64526	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	64	Escherichia coli (strain K12)	83333	6959	0		1 out of 5	Uncertain	Putative uncharacterized protein YeeW	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64530	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	90	Escherichia coli (strain K12)	83333	10134	0		2 out of 5	Evidence at protein level	Transcriptional repressor RcnR	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64534	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	112	Escherichia coli (strain K12)	83333	12466	0		4 out of 5	Evidence at protein level	Nickel/cobalt homeostasis protein RcnB	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64536	1	1	0	0	0	0	0	0	0	1	reviewed	79	Escherichia coli (strain K12)	83333	9264	0		1 out of 5	Predicted	Uncharacterized protein YeiS	SwissProt_not_IMEX	0	0	0	not in IMEx
P64540	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	92	Escherichia coli (strain K12)	83333	10000	0		1 out of 5	Predicted	Uncharacterized protein YfcL	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64542	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	108	Escherichia coli (strain K12)	83333	13263	0		1 out of 5	Inferred from homology	Uncharacterized protein YpeC	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P64545	1	1	0	0	0	0	0	0	0	1	reviewed	63	Escherichia coli (strain K12)	83333	7462	0		1 out of 5	Predicted	Uncharacterized protein YfgG	SwissProt_not_IMEX	0	0	0	not in IMEx
P64548	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	172	Escherichia coli (strain K12)	83333	18978	0		1 out of 5	Inferred from homology	Uncharacterized protein YfiR	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P64550	1	1	0	0	0	0	0	0	0	0	reviewed	149	Escherichia coli (strain K12)	83333	16949	0		3 out of 5	Evidence at protein level	L-alanine exporter AlaE	SwissProt_not_IMEX	0	0	0	not in IMEx
P64554	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	223	Escherichia coli (strain K12)	83333	25030	0		3 out of 5	Inferred from homology	7-carboxy-7-deazaguanine synthase (CDG synthase) (EC 4.3.99.3) (Queuosine biosynthesis protein QueE)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P64557	1	1	0	0	0	0	0	0	0	1	reviewed	259	Escherichia coli (strain K12)	83333	28650	0		1 out of 5	Inferred from homology	Uncharacterized protein YgfM	SwissProt_not_IMEX	0	0	0	not in IMEx
P64559	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	88	Escherichia coli (strain K12)	83333	10547	0		3 out of 5	Evidence at protein level	Antitoxin CptB	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64562	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	76	Escherichia coli (strain K12)	83333	8372	0		1 out of 5	Uncertain	Putative uncharacterized protein YqfE	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P64564	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	188	Escherichia coli (strain K12)	83333	21167	0		2 out of 5	Inferred from homology	Uncharacterized protein YggT	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64567	1	1	0	0	0	0	0	0	0	0	reviewed	43	Escherichia coli (strain K12)	83333	4859	0		2 out of 5	Evidence at protein level	Uncharacterized protein YqgB	SwissProt_not_IMEX	0	0	0	not in IMEx
P64570	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	71	Escherichia coli (strain K12)	83333	8114	0		1 out of 5	Predicted	Uncharacterized protein YqgC	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P64572	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	252	Escherichia coli (strain K12)	83333	28151	0		1 out of 5	Predicted	Uncharacterized ATP-binding protein YghR	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P64574	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	95	Escherichia coli (strain K12)	83333	10945	0		1 out of 5	Predicted	Uncharacterized protein YghW	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P64578	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	104	Escherichia coli (strain K12)	83333	12103	0		3 out of 5	Evidence at protein level	mRNA interferase HigB (EC 3.1.-.-) (Endoribonuclease HigB) (Toxin HigB)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64581	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	101	Escherichia coli (strain K12)	83333	11051	0		4 out of 5	Evidence at protein level	Uncharacterized protein YqjD	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P64585	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	134	Escherichia coli (strain K12)	83333	15147	0		2 out of 5	Evidence at protein level	Inner membrane protein YqjE	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P64588	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	207	Escherichia coli (strain K12)	83333	23401	0		5 out of 5	Evidence at protein level	Transcriptional regulator YqjI	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P64590	1	1	0	0	0	0	0	0	0	0	reviewed	121	Escherichia coli (strain K12)	83333	14281	0		2 out of 5	Evidence at protein level	Inner membrane protein YhaH	SwissProt_not_IMEX	0	0	0	not in IMEx
P64592	1	1	0	0	0	0	0	0	0	0	reviewed	118	Escherichia coli (strain K12)	83333	13456	0		2 out of 5	Evidence at protein level	Inner membrane protein YhaI	SwissProt_not_IMEX	0	0	0	not in IMEx
P64594	1	1	0	0	0	0	0	0	0	0	reviewed	154	Escherichia coli (strain K12)	83333	17836	0		4 out of 5	Evidence at protein level	Toxin YhaV (EC 3.1.-.-) (Ribonuclease YhaV)	SwissProt_not_IMEX	0	0	0	not in IMEx
P64596	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	191	Escherichia coli (strain K12)	83333	20028	0		1 out of 5	Inferred from homology	Uncharacterized protein YraP	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P64599	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	174	Escherichia coli (strain K12)	83333	19672	0		1 out of 5	Predicted	Uncharacterized protein YhbT	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64602	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	97	Escherichia coli (strain K12)	83333	10680	0		4 out of 5	Evidence at protein level	Probable phospholipid ABC transporter-binding protein MlaB	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64604	1	1	uniprotkb	83333	0	1	0	0	1	0	reviewed	183	Escherichia coli (strain K12)	83333	19576	0		3 out of 5	Evidence at protein level	Probable phospholipid ABC transporter-binding protein MlaD	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P64606	1	1	0	0	0	0	0	0	0	0	reviewed	260	Escherichia coli (strain K12)	83333	27863	0		4 out of 5	Evidence at protein level	Probable phospholipid ABC transporter permease protein MlaE	SwissProt_not_IMEX	0	0	0	not in IMEx
P64610	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	210	Escherichia coli (strain K12)	83333	24345	0		1 out of 5	Evidence at transcript level	Uncharacterized protein YrbL	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64612	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	375	Escherichia coli (strain K12)	83333	43064	0		4 out of 5	Evidence at protein level	Cell division protein ZapE (Z ring-associated protein ZapE)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P64614	1	1	0	0	0	0	0	0	0	1	reviewed	87	Escherichia coli (strain K12)	83333	9196	0		2 out of 5	Inferred from homology	Uncharacterized protein YhcN	SwissProt_not_IMEX	0	0	0	not in IMEx
P64616	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	90	Escherichia coli (strain K12)	83333	10796	0		1 out of 5	Inferred from homology	Uncharacterized protein YhcO	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64619	1	1	0	0	0	0	0	0	0	1	reviewed	59	Escherichia coli (strain K12)	83333	7204	0		1 out of 5	Predicted	Uncharacterized protein YhdU	SwissProt_not_IMEX	0	0	0	not in IMEx
P64622	1	1	0	0	0	0	0	0	0	1	reviewed	73	Escherichia coli (strain K12)	83333	7452	0		1 out of 5	Inferred from homology	Uncharacterized protein YhdV	SwissProt_not_IMEX	0	0	0	not in IMEx
P64624	1	1	0	0	0	0	0	0	0	1	reviewed	240	Escherichia coli (strain K12)	83333	26821	0		1 out of 5	Predicted	Uncharacterized protein YheO	SwissProt_not_IMEX	0	0	0	not in IMEx
P64627	1	1	0	0	0	0	0	0	0	1	reviewed	55	Escherichia coli (strain K12)	83333	5819	0		1 out of 5	Predicted	Uncharacterized protein YhfL	SwissProt_not_IMEX	0	0	0	not in IMEx
P64631	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	117	Escherichia coli (strain K12)	83333	12479	0		1 out of 5	Predicted	Uncharacterized protein YhfU	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64634	1	1	0	0	0	0	0	0	0	1	reviewed	179	Escherichia coli (strain K12)	83333	20796	0		3 out of 5	Predicted	Putative DNA utilization protein HofN	SwissProt_not_IMEX	0	0	0	not in IMEx
P64636	1	1	0	0	0	0	0	0	0	0	reviewed	222	Escherichia coli (strain K12)	83333	25399	0		5 out of 5	Evidence at protein level	GMP/IMP nucleotidase YrfG (EC 3.1.3.5)	SwissProt_not_IMEX	0	0	0	not in IMEx
P64638	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	78	Escherichia coli (strain K12)	83333	8660	0		3 out of 5	Evidence at protein level	Probable [Fe-S]-dependent transcriptional repressor	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64646	1	1	0	0	0	0	0	0	0	0	reviewed	57	Escherichia coli (strain K12)	83333	6555	0		4 out of 5	Evidence at protein level	Toxin GhoT	SwissProt_not_IMEX	0	0	0	not in IMEx
P65290	1	1	0	0	0	0	0	0	0	1	reviewed	172	Escherichia coli (strain K12)	83333	17705	0		2 out of 5	Inferred from homology	Uncharacterized lipoprotein YfgH	SwissProt_not_IMEX	0	0	0	not in IMEx
P65292	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	75	Escherichia coli (strain K12)	83333	8174	0		2 out of 5	Inferred from homology	Uncharacterized lipoprotein YgdI	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P65294	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	72	Escherichia coli (strain K12)	83333	7877	0		2 out of 5	Evidence at protein level	Uncharacterized lipoprotein YgdR	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P65298	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	85	Escherichia coli (strain K12)	83333	9513	0		2 out of 5	Inferred from homology	Uncharacterized lipoprotein YqhH	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P65367	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	149	Escherichia coli (strain K12)	83333	16274	0		2 out of 5	Inferred from homology	Uncharacterized protein YqcA	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P65556	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	180	Escherichia coli (strain K12)	83333	20376	0		3 out of 5	Evidence at protein level	Uncharacterized Nudix hydrolase YfcD (EC 3.6.-.-)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P65643	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	267	Escherichia coli (strain K12)	83333	30172	0		2 out of 5	Inferred from homology	Ethanolamine utilization cobalamin adenosyltransferase (EC 2.5.1.17)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P65807	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	403	Escherichia coli (strain K12)	83333	44804	0		2 out of 5	Inferred from homology	Uncharacterized protein YgeY	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P65870	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	121	Escherichia coli (strain K12)	83333	13773	0		4 out of 5	Evidence at protein level	6-carboxy-5,6,7,8-tetrahydropterin synthase (CPH4 synthase) (EC 4.1.2.50) (Queuosine biosynthesis protein QueD)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P66817	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	196	Escherichia coli (strain K12)	83333	21106	0		5 out of 5	Evidence at protein level	DnaA initiator-associating protein DiaA	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P66899	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	398	Escherichia coli (strain K12)	83333	43328	0		5 out of 5	Evidence at protein level	Diaminopropionate ammonia-lyase (DAPAL) (EC 4.3.1.15) (2,3-diaminopropionate ammonia-lyase) (Alpha,beta-diaminopropionate ammonia-lyase) (Diaminopropionatase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P66948	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	487	Escherichia coli (strain K12)	83333	53908	0		5 out of 5	Evidence at protein level	Beta-barrel assembly-enhancing protease (EC 3.4.-.-)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P67080	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	234	Escherichia coli (strain K12)	83333	25787	0		2 out of 5	Evidence at protein level	UPF0001 protein YggS	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P67087	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	286	Escherichia coli (strain K12)	83333	31348	0		3 out of 5	Evidence at protein level	Ribosomal RNA small subunit methyltransferase I (EC 2.1.1.198) (16S rRNA 2'-O-ribose C1402 methyltransferase) (rRNA (cytidine-2'-O-)-methyltransferase RsmI)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P67095	1	1	0	0	0	0	0	0	0	0	reviewed	184	Escherichia coli (strain K12)	83333	20122	0		3 out of 5	Evidence at protein level	Phosphodiesterase YfcE (EC 3.1.4.-)	SwissProt_not_IMEX	0	0	0	not in IMEx
P67127	1	1	0	0	0	0	0	0	0	0	reviewed	237	Escherichia coli (strain K12)	83333	26157	0		2 out of 5	Evidence at protein level	UPF0053 inner membrane protein YgdQ	SwissProt_not_IMEX	0	0	0	not in IMEx
P67143	1	1	0	0	0	0	0	0	0	0	reviewed	197	Escherichia coli (strain K12)	83333	21490	0		2 out of 5	Evidence at protein level	UPF0056 inner membrane protein YhgN	SwissProt_not_IMEX	0	0	0	not in IMEx
P67153	1	1	0	0	0	0	0	0	0	0	reviewed	219	Escherichia coli (strain K12)	83333	23847	0		2 out of 5	Evidence at protein level	UPF0073 inner membrane protein YqfA	SwissProt_not_IMEX	0	0	0	not in IMEx
P67244	1	1	0	0	0	0	0	0	0	1	reviewed	164	Escherichia coli (strain K12)	83333	18641	0		2 out of 5	Inferred from homology	UPF0114 protein YqhA	SwissProt_not_IMEX	0	0	0	not in IMEx
P67338	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	59	Escherichia coli (strain K12)	83333	6554	0		1 out of 5	Inferred from homology	UPF0181 protein YoaH	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P67430	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	199	Escherichia coli (strain K12)	83333	22275	0		4 out of 5	Evidence at protein level	HTH-type transcriptional repressor NemR	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P67444	1	1	0	0	0	0	0	0	0	0	reviewed	466	Escherichia coli (strain K12)	83333	49108	0		5 out of 5	Evidence at protein level	Xanthine permease XanQ	SwissProt_not_IMEX	0	0	0	not in IMEx
P67553	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	236	Escherichia coli (strain K12)	83333	26507	0		2 out of 5	Inferred from homology	UPF0257 lipoprotein YnfC	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P67601	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	152	Escherichia coli (strain K12)	83333	17615	0		2 out of 5	Evidence at protein level	UPF0266 membrane protein YobD	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P67603	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	103	Escherichia coli (strain K12)	83333	11905	0		2 out of 5	Evidence at protein level	UPF0267 protein YqfB	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P67624	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	72	Escherichia coli (strain K12)	83333	8470	0		1 out of 5	Inferred from homology	UPF0270 protein YheU	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P67660	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	298	Escherichia coli (strain K12)	83333	33256	0		2 out of 5	Inferred from homology	Probable HTH-type transcriptional regulator YhaJ	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P67662	1	1	uniprotkb	83333	1	0	0	1	1	1	reviewed	309	Escherichia coli (strain K12)	83333	34516	0		3 out of 5	Inferred from homology	HTH-type transcriptional activator AaeR	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P67697	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	138	Escherichia coli (strain K12)	83333	15247	0		3 out of 5	Evidence at protein level	Antitoxin HicB	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P67699	1	1	0	0	0	0	0	0	0	1	reviewed	94	Escherichia coli (strain K12)	83333	10401	0		2 out of 5	Inferred from homology	Uncharacterized HTH-type transcriptional regulator YddM	SwissProt_not_IMEX	0	0	0	not in IMEx
P67701	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	138	Escherichia coli (strain K12)	83333	14995	0		3 out of 5	Evidence at protein level	Antitoxin HigA	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P67729	1	1	0	0	0	0	0	0	0	1	reviewed	418	Escherichia coli (strain K12)	83333	43574	0		2 out of 5	Inferred from homology	Putative ion-transport protein YfeO	SwissProt_not_IMEX	0	0	0	not in IMEx
P67762	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	147	Escherichia coli (strain K12)	83333	16776	0		2 out of 5	Inferred from homology	UPF0306 protein YhbP	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P67826	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	248	Escherichia coli (strain K12)	83333	26762	0		3 out of 5	Inferred from homology	Copper homeostasis protein CutC	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P67910	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	310	Escherichia coli (strain K12)	83333	34893	0		5 out of 5	Evidence at protein level	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P68066	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	127	Escherichia coli (strain K12)	83333	14284	0		4 out of 5	Evidence at protein level	Autonomous glycyl radical cofactor	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P68183	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	296	Escherichia coli (strain K12)	83333	32225	0		5 out of 5	Evidence at protein level	Maltose transport system permease protein MalG	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P68187	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	371	Escherichia coli (strain K12)	83333	40990	0		5 out of 5	Evidence at protein level	Maltose/maltodextrin import ATP-binding protein MalK (EC 3.6.3.19)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P68191	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	45	Escherichia coli (strain K12)	83333	5096	0		4 out of 5	Evidence at protein level	Stationary-phase-induced ribosome-associated protein (Protein D) (SRA) (30S ribosomal protein S22)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P68206	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	69	Escherichia coli (strain K12)	83333	8325	0		2 out of 5	Evidence at protein level	UPF0337 protein YjbJ	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P68398	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	167	Escherichia coli (strain K12)	83333	18718	0		5 out of 5	Evidence at protein level	tRNA-specific adenosine deaminase (EC 3.5.4.33)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P68567	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	250	Escherichia coli (strain K12)	83333	26949	0		4 out of 5	Evidence at protein level	Ribosomal RNA small subunit methyltransferase J (EC 2.1.1.242) (16S rRNA m2G1516 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P68644	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	428	Escherichia coli (strain K12)	83333	45703	0		2 out of 5	Inferred from homology	Protein FixC	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P68646	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	95	Escherichia coli (strain K12)	83333	10479	0		2 out of 5	Evidence at protein level	Ferredoxin-like protein FixX	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P68661	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	96	Escherichia coli (strain K12)	83333	10348	0		1 out of 5	Evidence at protein level	Uncharacterized protein YbcO	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P68679	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	71	Escherichia coli (strain K12)	83333	8500	0		3 out of 5	Evidence at protein level	30S ribosomal protein S21	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P68688	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	85	Escherichia coli (strain K12)	83333	9685	0		3 out of 5	Evidence at protein level	Glutaredoxin-1 (Grx1)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P68699	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	79	Escherichia coli (strain K12)	83333	8256	0		5 out of 5	Evidence at protein level	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (Dicyclohexylcarbodiimide-binding protein) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P68739	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	223	Escherichia coli (strain K12)	83333	24673	0		4 out of 5	Evidence at protein level	Endonuclease V (EndoV) (EC 3.1.21.7) (Deoxyinosine 3'endonuclease) (Deoxyribonuclease V) (DNase V)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
